FileName,Ax,Ay,Bx,By,darker,weight
02_2021011310594513,143,230,91,230,E,0.82
02_2021011310594513,383,565,361,496,E,1.0
02_2021011310594513,411,507,361,496,E,1.0
02_2021011310594513,383,565,411,507,E,1.0
02_2021011310594513,411,507,449,533,E,1.0
02_2021011310594513,383,565,449,533,E,1.0
02_2021011310594513,449,533,486,554,E,1.0
02_2021011310594513,449,533,460,481,E,1.0
02_2021011310594513,411,507,460,481,E,1.0
02_2021011310594513,262,457,202,440,A,0.88
02_2021011310594513,57,535,80,580,E,0.84
02_2021011310594513,57,535,15,488,E,0.4
02_2021011310594513,81,464,57,535,E,0.52
02_2021011310594513,139,444,81,464,E,0.4
02_2021011310594513,407,283,406,354,E,1.0
02_2021011310594513,466,306,406,354,E,1.0
02_2021011310594513,178,575,141,530,E,0.74
02_2021011310594513,359,155,373,203,E,1.0
02_2021011310594513,99,513,57,535,E,0.74
02_2021011310594513,81,464,99,513,E,0.2
02_2021011310594513,139,444,99,513,E,0.64
02_2021011310594513,99,513,80,580,E,0.52
02_2021011310594513,141,530,99,513,E,0.74
02_2021011310594513,360,340,303,295,A,0.76
02_2021011310594513,356,283,360,340,E,1.0
02_2021011310594513,360,340,407,283,E,1.0
02_2021011310594513,360,340,406,354,E,1.0
02_2021011310594513,453,354,484,382,E,1.0
02_2021011310594513,453,354,466,306,E,1.0
02_2021011310594513,453,354,406,354,E,1.0
02_2021011310594513,280,505,269,557,E,0.92
02_2021011310594513,280,505,262,457,E,0.92
02_2021011310594513,202,440,139,444,B,0.74
02_2021011310594513,203,538,269,557,E,0.26
02_2021011310594513,203,538,178,575,E,0.3
02_2021011310594513,203,538,141,530,E,0.3
02_2021011310594513,444,408,460,481,E,1.0
02_2021011310594513,444,408,484,382,E,1.0
02_2021011310594513,453,354,444,408,E,1.0
02_2021011310594513,444,408,406,354,E,1.0
02_2021011310594513,152,399,139,444,E,0.42
02_2021011310594513,152,399,165,343,A,0.56
02_2021011310594513,202,440,152,399,B,0.84
02_2021011310594513,306,348,303,295,A,0.88
02_2021011310594513,306,348,360,340,E,1.0
02_2021011310594513,340,403,306,348,E,1.0
02_2021011310594513,340,403,360,340,E,1.0
02_2021011310594513,361,496,414,439,E,1.0
02_2021011310594513,411,507,414,439,E,0.64
02_2021011310594513,414,439,460,481,E,0.64
02_2021011310594513,414,439,444,408,E,0.96
02_2021011310594513,384,392,360,340,E,1.0
02_2021011310594513,384,392,406,354,E,1.0
02_2021011310594513,384,392,340,403,E,0.96
02_2021011310594513,384,392,444,408,E,0.96
02_2021011310594513,384,392,414,439,E,0.64
02_2021011310594513,352,455,414,439,E,0.64
02_2021011310594513,352,455,361,496,E,1.0
02_2021011310594513,352,455,340,403,E,1.0
02_2021011310594513,352,455,384,392,E,1.0
02_2021011311013655,214,227,224,162,A,0.78
02_2021011311013655,312,220,257,245,B,0.04
02_2021011311013655,190,45,231,29,B,0.92
02_2021011311013655,56,39,82,98,E,0.88
02_2021011311013655,231,29,276,44,E,1.0
02_2021011311013655,312,220,346,281,E,1.0
02_2021011311013655,312,220,372,229,E,1.0
02_2021011311013655,346,281,372,229,E,1.0
02_2021011311013655,382,499,321,550,E,0.2
02_2021011311013655,382,499,405,559,E,1.0
02_2021011311013655,321,550,405,559,E,0.24
02_2021011311013655,312,338,360,374,E,1.0
02_2021011311013655,329,404,360,374,E,1.0
02_2021011311013655,329,404,312,338,E,1.0
02_2021011311013655,312,338,346,281,E,1.0
02_2021011311013655,436,414,458,377,E,1.0
02_2021011311013655,411,173,372,229,E,1.0
02_2021011311013655,312,220,297,156,E,1.0
02_2021011311013655,267,198,312,220,E,0.44
02_2021011311013655,267,198,257,245,E,0.6
02_2021011311013655,267,198,297,156,E,0.4
02_2021011311013655,267,198,224,162,A,0.74
02_2021011311013655,297,156,224,162,A,0.66
02_2021011311013655,214,227,257,245,B,0.1
02_2021011311013655,267,198,214,227,A,0.16
02_2021011311013655,413,251,411,173,E,1.0
02_2021011311013655,413,251,372,229,E,1.0
02_2021011311013655,442,300,413,251,E,1.0
02_2021011311013655,397,308,442,300,E,1.0
02_2021011311013655,397,308,413,251,E,1.0
02_2021011311013655,346,281,413,251,E,1.0
02_2021011311013655,397,308,346,281,E,1.0
02_2021011311013655,263,474,210,483,B,0.06
02_2021011311013655,452,534,465,494,E,1.0
02_2021011311013655,382,499,452,534,E,1.0
02_2021011311013655,405,559,452,534,E,1.0
02_2021011311013655,224,162,295,111,B,0.78
02_2021011311013655,297,156,295,111,E,1.0
02_2021011311013655,373,440,360,374,E,1.0
02_2021011311013655,436,414,360,374,E,1.0
02_2021011311013655,373,440,436,414,E,1.0
02_2021011311013655,373,440,329,404,E,1.0
02_2021011311013655,312,338,360,331,E,1.0
02_2021011311013655,360,374,360,331,E,1.0
02_2021011311013655,360,331,346,281,E,1.0
02_2021011311013655,360,331,397,308,E,1.0
02_2021011311013655,442,300,458,377,E,1.0
02_2021011311013655,416,357,360,374,E,1.0
02_2021011311013655,436,414,416,357,E,1.0
02_2021011311013655,416,357,458,377,E,1.0
02_2021011311013655,416,357,360,331,E,1.0
02_2021011311013655,416,357,397,308,E,1.0
02_2021011311013655,416,357,442,300,E,1.0
02_2021011311013655,267,584,321,550,E,0.96
02_2021011311013655,294,431,263,474,E,0.96
02_2021011311013655,373,440,382,499,E,1.0
02_2021011311013655,294,431,329,404,E,0.24
02_2021011311013655,373,440,420,479,E,1.0
02_2021011311013655,436,414,420,479,E,1.0
02_2021011311013655,382,499,420,479,E,1.0
02_2021011311013655,420,479,465,494,E,1.0
02_2021011311013655,420,479,452,534,E,1.0
02_2021011311013655,304,508,263,474,E,0.96
02_2021011311013655,304,508,321,550,E,1.0
02_2021011311013655,304,508,382,499,E,0.2
02_2021011311013655,262,327,194,339,A,0.42
02_2021011311013655,262,327,312,338,E,0.24
02_2021011311014124,309,353,290,279,E,0.96
02_2021011311014124,484,354,483,415,E,1.0
02_2021011311014124,370,515,393,585,E,1.0
02_2021011311014124,370,515,419,527,E,1.0
02_2021011311014124,393,585,419,527,E,1.0
02_2021011311014124,309,353,334,293,E,1.0
02_2021011311014124,290,279,334,293,E,1.0
02_2021011311014124,334,293,334,233,E,1.0
02_2021011311014124,290,279,334,233,E,1.0
02_2021011311014124,257,358,309,353,B,0.48
02_2021011311014124,257,358,199,320,B,0.04
02_2021011311014124,301,39,253,42,E,0.82
02_2021011311014124,301,39,349,37,E,0.96
02_2021011311014124,393,585,440,569,E,1.0
02_2021011311014124,440,569,419,527,E,1.0
02_2021011311014124,440,569,462,518,E,1.0
02_2021011311014124,462,518,419,527,E,1.0
02_2021011311014124,443,454,462,518,E,1.0
02_2021011311014124,483,415,443,454,E,1.0
02_2021011311014124,484,354,451,319,E,1.0
02_2021011311014124,404,292,451,319,E,1.0
02_2021011311014124,484,354,447,391,E,1.0
02_2021011311014124,483,415,447,391,E,1.0
02_2021011311014124,443,454,447,391,E,1.0
02_2021011311014124,392,429,443,454,E,1.0
02_2021011311014124,392,429,447,391,E,1.0
02_2021011311014124,451,319,447,391,E,1.0
02_2021011311014124,334,293,359,342,E,1.0
02_2021011311014124,334,293,404,292,E,1.0
02_2021011311014124,404,292,359,342,E,1.0
02_2021011311014124,309,353,359,342,E,1.0
02_2021011311014124,359,342,350,409,E,1.0
02_2021011311014124,309,353,350,409,E,1.0
02_2021011311014124,205,489,249,464,B,0.12
02_2021011311014124,273,422,350,409,B,0.1
02_2021011311014124,273,422,309,353,B,0.1
02_2021011311014124,257,358,273,422,E,0.92
02_2021011311014124,273,422,249,464,A,0.16
02_2021011311014124,179,30,253,42,B,0.72
02_2021011311014124,247,98,253,42,E,0.88
02_2021011311014124,275,174,291,109,E,1.0
02_2021011311014124,330,138,291,109,E,1.0
02_2021011311014124,275,174,330,138,E,1.0
02_2021011311014124,247,98,291,109,E,1.0
02_2021011311014124,275,174,247,98,E,1.0
02_2021011311014124,291,109,253,42,E,0.96
02_2021011311014124,301,39,291,109,E,0.96
02_2021011311014124,310,559,370,515,E,0.56
02_2021011311014124,282,497,310,559,E,0.66
02_2021011311014124,368,263,404,292,E,1.0
02_2021011311014124,334,293,368,263,E,1.0
02_2021011311014124,368,263,334,233,E,1.0
02_2021011311014124,370,515,406,475,E,1.0
02_2021011311014124,406,475,419,527,E,1.0
02_2021011311014124,406,475,462,518,E,1.0
02_2021011311014124,443,454,406,475,E,1.0
02_2021011311014124,392,429,406,475,E,1.0
02_2021011311014124,282,497,249,464,A,0.52
02_2021011311014124,404,372,447,391,E,1.0
02_2021011311014124,404,372,392,429,E,1.0
02_2021011311014124,350,409,404,372,E,1.0
02_2021011311014124,350,409,392,429,E,1.0
02_2021011311014124,359,342,404,372,E,1.0
02_2021011311014124,451,319,404,372,E,1.0
02_2021011311014124,404,292,404,372,E,1.0
02_2021011311014124,181,266,199,320,B,0.32
02_2021011311014124,181,266,181,200,A,0.06
02_2021011311014124,291,109,341,84,E,1.0
02_2021011311014124,330,138,341,84,E,1.0
02_2021011311014124,379,139,341,84,E,1.0
02_2021011311014124,330,138,379,139,E,1.0
02_2021011311014124,301,39,341,84,E,1.0
02_2021011311014124,349,37,341,84,E,1.0
02_2021011311014124,341,84,415,85,E,1.0
02_2021011311014124,379,139,415,85,E,1.0
02_2021011311014124,368,263,376,197,E,1.0
02_2021011311014124,376,197,334,233,E,1.0
02_2021011311014124,376,197,379,139,E,1.0
02_2021011311014124,376,197,330,138,E,1.0
02_2021011311014124,181,200,223,185,B,0.44
02_2021011311014124,275,174,223,185,B,0.04
02_2021011311014124,223,185,173,158,A,0.32
02_2021011311014124,181,200,173,158,A,0.62
02_2021011311014124,310,559,254,574,A,0.16
02_2021011311014124,282,497,254,574,A,0.16
02_2021011311124340,431,412,421,483,E,1.0
02_2021011311124340,377,526,456,550,B,0.06
02_2021011311124340,421,483,377,526,A,0.06
02_2021011311124340,421,483,456,550,E,1.0
02_2021011311124340,16,425,24,502,A,0.88
02_2021011311124340,24,502,40,554,B,0.68
02_2021011311124340,172,495,93,510,B,0.74
02_2021011311124340,93,510,40,554,B,0.38
02_2021011311124340,93,510,24,502,A,0.58
02_2021011311124340,75,471,24,502,E,0.96
02_2021011311124340,75,471,93,510,B,0.52
02_2021011311124340,52,363,16,425,E,0.96
02_2021011311124340,148,453,93,510,B,0.42
02_2021011311124340,148,453,172,495,A,0.22
02_2021011311124340,148,453,75,471,E,0.16
02_2021011311124340,148,453,211,478,B,0.68
02_2021011311124340,211,478,172,495,A,0.92
02_2021011311124340,229,573,188,555,E,0.96
02_2021011311124340,172,495,188,555,B,0.92
02_2021011311124340,211,478,188,555,E,0.96
02_2021011311124340,248,535,188,555,E,0.92
02_2021011311124340,211,478,248,535,E,0.92
02_2021011311124340,248,535,229,573,E,0.92
02_2021011311124340,250,449,248,535,A,0.68
02_2021011311124340,211,478,250,449,B,0.84
02_2021011311124340,256,387,250,449,B,0.04
02_2021011311124340,394,190,339,210,E,1.0
02_2021011311124340,310,527,377,526,B,0.44
02_2021011311124340,148,453,115,418,A,0.22
02_2021011311124340,115,418,75,471,A,0.48
02_2021011311124340,131,350,115,418,A,0.8
02_2021011311124340,52,363,115,418,A,0.32
02_2021011311124340,310,527,275,569,E,0.38
02_2021011311124340,248,535,275,569,E,0.96
02_2021011311124340,248,535,310,527,E,0.48
02_2021011311124340,229,573,275,569,E,0.96
02_2021011311124340,196,358,131,350,A,0.32
02_2021011311124340,269,21,244,58,B,0.72
02_2021011311124340,345,154,339,210,E,1.0
02_2021011311124340,345,154,394,190,E,1.0
02_2021011311124340,269,21,315,15,B,0.92
02_2021011311124340,115,418,58,430,B,0.22
02_2021011311124340,75,471,58,430,B,0.74
02_2021011311124340,58,430,24,502,A,0.74
02_2021011311124340,16,425,58,430,E,0.96
02_2021011311124340,52,363,58,430,E,0.96
02_2021011311124340,431,412,417,353,E,1.0
02_2021011311124340,244,58,262,102,E,1.0
02_2021011311124340,345,73,315,15,E,1.0
02_2021011311124340,345,73,381,126,E,1.0
02_2021011311124340,381,126,394,190,E,1.0
02_2021011311124340,381,126,345,154,E,1.0
02_2021011311124340,173,278,131,350,B,0.84
02_2021011311124340,294,62,315,15,E,1.0
02_2021011311124340,269,21,294,62,B,0.72
02_2021011311124340,294,62,345,73,E,1.0
02_2021011311124340,244,58,294,62,E,1.0
02_2021011311124340,294,62,262,102,E,1.0
02_2021011311125412,415,119,400,171,E,1.0
02_2021011311125412,354,123,400,171,E,0.6
02_2021011311125412,415,119,354,123,E,0.6
02_2021011311125412,360,283,358,327,E,1.0
02_2021011311125412,316,324,358,327,E,0.96
02_2021011311125412,360,283,316,324,E,0.96
02_2021011311125412,421,453,478,437,A,0.96
02_2021011311125412,380,432,318,404,E,0.96
02_2021011311125412,381,379,318,404,E,0.04
02_2021011311125412,380,432,381,379,E,0.04
02_2021011311125412,380,432,334,449,E,1.0
02_2021011311125412,334,449,318,404,E,0.96
02_2021011311125412,447,528,453,580,E,1.0
02_2021011311125412,90,513,44,490,E,0.96
02_2021011311125412,400,171,410,212,E,1.0
02_2021011311125412,360,201,410,212,E,1.0
02_2021011311125412,382,245,410,212,E,1.0
02_2021011311125412,360,201,382,245,E,1.0
02_2021011311125412,360,201,400,171,E,1.0
02_2021011311125412,256,265,297,278,B,0.38
02_2021011311125412,291,221,297,278,E,0.92
02_2021011311125412,360,283,297,278,E,1.0
02_2021011311125412,316,324,297,278,E,1.0
02_2021011311125412,291,221,360,201,E,1.0
02_2021011311125412,406,323,358,327,E,1.0
02_2021011311125412,406,323,360,283,E,1.0
02_2021011311125412,360,283,382,245,E,1.0
02_2021011311125412,406,323,382,245,E,1.0
02_2021011311125412,406,323,473,354,E,1.0
02_2021011311125412,381,379,406,323,B,0.32
02_2021011311125412,381,379,358,327,B,0.32
02_2021011311125412,421,453,380,432,E,1.0
02_2021011311125412,478,437,473,354,B,0.8
02_2021011311125412,201,498,238,445,B,0.92
02_2021011311125412,339,366,358,327,B,0.92
02_2021011311125412,381,379,339,366,A,0.78
02_2021011311125412,318,404,339,366,A,0.92
02_2021011311125412,339,366,316,324,A,0.28
02_2021011311125412,269,399,339,366,A,0.92
02_2021011311125412,318,404,269,399,E,1.0
02_2021011311125412,238,445,269,399,E,1.0
02_2021011311125412,394,507,380,432,E,1.0
02_2021011311125412,394,507,421,453,E,1.0
02_2021011311125412,394,507,334,449,E,1.0
02_2021011311125412,394,507,447,528,E,1.0
02_2021011311125412,255,512,201,498,A,0.74
02_2021011311125412,255,512,238,445,E,0.52
02_2021011311125412,148,537,146,582,E,0.88
02_2021011311125412,148,537,90,513,B,0.74
02_2021011311125412,331,251,297,278,E,1.0
02_2021011311125412,291,221,331,251,E,1.0
02_2021011311125412,360,283,331,251,E,1.0
02_2021011311125412,331,251,382,245,E,1.0
02_2021011311125412,331,251,360,201,E,1.0
02_2021011311125412,221,298,160,251,A,0.82
02_2021011311125412,256,265,216,222,A,0.92
02_2021011311125412,216,222,291,221,B,0.96
02_2021011311125412,256,265,221,298,A,0.68
02_2021011311125412,221,298,216,222,A,0.68
02_2021011311125412,216,222,160,251,A,0.06
02_2021011311125412,415,119,360,72,E,1.0
02_2021011311125412,354,123,360,72,E,0.6
02_2021011311125412,299,31,234,13,A,0.06
02_2021011311125412,360,72,299,31,E,0.96
02_2021011311125412,273,331,297,278,E,1.0
02_2021011311125412,316,324,273,331,E,1.0
02_2021011311125412,339,366,273,331,B,0.92
02_2021011311125412,269,399,273,331,E,1.0
02_2021011311125412,256,265,273,331,E,0.2
02_2021011311125412,273,331,221,298,A,0.74
02_2021011311125412,155,494,148,537,A,0.5
02_2021011311125412,201,498,155,494,A,0.06
02_2021011311125412,201,498,148,537,A,0.26
02_2021011311125412,155,494,90,513,B,0.42
02_2021011311125412,255,512,294,474,E,0.7
02_2021011311125412,294,474,238,445,E,0.64
02_2021011311125412,294,474,269,399,E,1.0
02_2021011311125412,318,404,294,474,E,1.0
02_2021011311125412,334,449,294,474,E,1.0
02_2021011311125412,276,584,146,582,A,0.82
02_2021011311125412,291,221,285,175,E,0.96
02_2021011311125412,216,222,285,175,B,0.92
02_2021011311125412,299,31,312,104,B,0.68
02_2021011311125412,285,175,312,104,B,0.68
02_2021011311125412,360,72,312,104,B,0.84
02_2021011311125412,354,123,312,104,B,0.58
02_2021011311125412,255,512,232,572,E,0.04
02_2021011311125412,232,572,201,498,A,0.84
02_2021011311125412,276,584,232,572,E,0.18
02_2021011311125412,255,512,276,584,E,0.58
02_2021011311125412,232,572,146,582,A,0.78
02_2021011311125412,392,581,447,528,E,1.0
02_2021011311125412,392,581,453,580,E,1.0
02_2021011311125412,392,581,394,507,E,1.0
02_2021011311125412,392,581,276,584,E,0.7
02_2021011311125412,311,540,294,474,E,1.0
02_2021011311125412,311,540,255,512,E,0.56
02_2021011311125412,311,540,276,584,E,0.56
02_2021011311125412,273,331,232,342,E,0.52
02_2021011311125412,221,298,232,342,B,0.84
02_2021011311125412,269,399,232,342,E,0.52
02_2021011311125412,350,514,294,474,E,1.0
02_2021011311125412,334,449,350,514,E,1.0
02_2021011311125412,350,514,311,540,E,1.0
02_2021011311125412,394,507,350,514,E,1.0
02_2021011311125412,392,581,349,571,E,1.0
02_2021011311125412,349,571,276,584,E,0.7
02_2021011311125412,349,571,311,540,E,0.96
02_2021011311125412,350,514,349,571,E,1.0
02_2021011311125412,394,507,349,571,E,1.0
02_2021011311125412,44,490,70,456,A,0.52
02_2021011311125412,90,513,70,456,A,0.56
02_2021011311130231,391,362,346,348,E,0.96
02_2021011311130231,284,413,255,370,A,0.04
02_2021011311130231,229,331,255,370,B,0.6
02_2021011311130231,192,254,232,225,B,0.48
02_2021011311130231,389,32,419,65,E,1.0
02_2021011311130231,308,142,309,97,E,0.64
02_2021011311130231,354,133,309,97,E,0.64
02_2021011311130231,354,133,308,142,E,1.0
02_2021011311130231,93,232,35,216,A,0.5
02_2021011311130231,93,232,131,286,A,0.6
02_2021011311130231,76,338,34,328,A,-0.0
02_2021011311130231,76,338,131,286,A,0.38
02_2021011311130231,329,305,346,348,E,0.96
02_2021011311130231,304,269,308,194,E,1.0
02_2021011311130231,304,269,276,223,E,1.0
02_2021011311130231,308,194,276,223,E,1.0
02_2021011311130231,361,204,308,194,E,1.0
02_2021011311130231,304,269,361,204,E,0.64
02_2021011311130231,308,194,308,142,E,1.0
02_2021011311130231,354,133,308,194,E,1.0
02_2021011311130231,361,204,354,133,E,0.64
02_2021011311130231,332,524,358,583,E,0.96
02_2021011311130231,284,413,316,382,A,0.38
02_2021011311130231,316,382,255,370,B,0.42
02_2021011311130231,229,331,190,301,B,0.84
02_2021011311130231,190,301,131,286,A,0.88
02_2021011311130231,241,551,234,505,E,1.0
02_2021011311130231,241,551,198,533,E,1.0
02_2021011311130231,234,505,198,533,E,1.0
02_2021011311130231,241,551,183,573,E,1.0
02_2021011311130231,183,573,198,533,E,1.0
02_2021011311130231,198,533,154,504,E,1.0
02_2021011311130231,76,338,158,375,A,0.04
02_2021011311130231,232,225,254,186,B,0.22
02_2021011311130231,254,186,276,223,E,0.96
02_2021011311130231,232,225,276,223,A,-0.0
02_2021011311130231,308,194,254,186,E,0.96
02_2021011311130231,234,268,304,269,E,0.16
02_2021011311130231,234,268,276,223,A,0.06
02_2021011311130231,234,268,232,225,E,0.42
02_2021011311130231,234,268,192,254,A,0.06
02_2021011311130231,234,268,190,301,A,0.16
02_2021011311130231,192,254,190,301,E,0.06
02_2021011311130231,229,331,234,268,B,0.68
02_2021011311130231,412,111,419,65,E,0.6
02_2021011311130231,309,97,325,37,E,0.92
02_2021011311130231,248,34,325,37,E,0.96
02_2021011311130231,150,246,124,201,A,0.02
02_2021011311130231,192,254,150,246,E,0.04
02_2021011311130231,150,246,93,232,E,0.16
02_2021011311130231,93,232,124,201,A,0.22
02_2021011311130231,150,246,131,286,A,0.8
02_2021011311130231,150,246,190,301,B,0.16
02_2021011311130231,229,331,264,306,B,0.88
02_2021011311130231,264,306,255,370,B,0.06
02_2021011311130231,329,305,264,306,B,0.32
02_2021011311130231,304,269,264,306,B,0.16
02_2021011311130231,329,305,304,269,E,1.0
02_2021011311130231,234,268,264,306,E,0.08
02_2021011311130231,329,305,358,272,E,1.0
02_2021011311130231,304,269,358,272,E,1.0
02_2021011311130231,361,204,358,272,E,1.0
02_2021011311130231,332,524,385,486,A,0.36
02_2021011311130231,273,521,241,551,A,0.8
02_2021011311130231,273,521,234,505,A,0.8
02_2021011311130231,332,524,273,521,A,0.92
02_2021011311130231,389,32,359,64,E,1.0
02_2021011311130231,359,64,419,65,E,1.0
02_2021011311130231,412,111,359,64,E,0.34
02_2021011311130231,354,133,412,111,E,0.7
02_2021011311130231,354,133,359,64,E,1.0
02_2021011311130231,309,97,359,64,E,0.64
02_2021011311130231,325,37,359,64,E,0.64
02_2021011311130231,293,345,264,306,B,0.68
02_2021011311130231,293,345,329,305,B,0.68
02_2021011311130231,293,345,346,348,B,0.72
02_2021011311130231,293,345,316,382,E,0.02
02_2021011311130231,346,348,316,382,A,0.36
02_2021011311130231,293,345,255,370,B,0.64
02_2021011311130231,369,407,316,382,A,0.2
02_2021011311130231,369,407,391,362,E,1.0
02_2021011311130231,369,407,346,348,E,1.0
02_2021011311152788,366,366,371,316,E,1.0
02_2021011311152788,366,366,334,395,E,1.0
02_2021011311152788,412,447,437,502,E,1.0
02_2021011311152788,412,447,452,460,E,1.0
02_2021011311152788,437,502,452,460,E,1.0
02_2021011311152788,334,395,326,455,E,1.0
02_2021011311152788,331,292,371,316,E,1.0
02_2021011311152788,376,246,331,292,E,1.0
02_2021011311152788,376,246,371,316,E,1.0
02_2021011311152788,314,36,267,34,E,0.96
02_2021011311152788,310,95,267,34,E,0.92
02_2021011311152788,310,95,250,72,E,0.96
02_2021011311152788,250,72,267,34,E,0.96
02_2021011311152788,310,95,314,36,E,0.96
02_2021011311152788,310,95,375,88,E,0.96
02_2021011311152788,314,36,375,88,E,0.96
02_2021011311152788,473,417,452,460,E,1.0
02_2021011311152788,473,417,412,447,E,1.0
02_2021011311152788,326,455,374,485,E,1.0
02_2021011311152788,374,485,437,502,E,1.0
02_2021011311152788,412,447,374,485,E,1.0
02_2021011311152788,373,424,334,395,E,1.0
02_2021011311152788,373,424,326,455,E,1.0
02_2021011311152788,373,424,374,485,E,1.0
02_2021011311152788,373,424,412,447,E,1.0
02_2021011311152788,366,366,373,424,E,1.0
02_2021011311152788,437,502,420,550,E,1.0
02_2021011311152788,406,203,362,190,A,0.52
02_2021011311152788,406,203,376,246,E,0.96
02_2021011311152788,376,246,362,190,A,0.92
02_2021011311152788,364,144,375,88,E,0.96
02_2021011311152788,406,203,364,144,E,0.96
02_2021011311152788,364,144,362,190,A,0.96
02_2021011311152788,362,190,316,165,B,0.56
02_2021011311152788,364,144,316,165,E,0.96
02_2021011311152788,364,144,310,95,E,0.96
02_2021011311152788,310,95,316,165,E,0.96
02_2021011311152788,446,354,473,417,E,1.0
02_2021011311152788,425,318,446,354,E,1.0
02_2021011311152788,431,266,425,318,E,1.0
02_2021011311152788,406,203,431,266,E,0.96
02_2021011311152788,376,246,431,266,E,1.0
02_2021011311152788,431,266,371,316,E,1.0
02_2021011311152788,425,318,371,316,E,1.0
02_2021011311152788,437,502,463,551,E,1.0
02_2021011311152788,463,551,420,550,E,1.0
02_2021011311152788,314,36,371,41,E,0.96
02_2021011311152788,375,88,371,41,E,0.96
02_2021011311152788,310,95,269,146,E,0.96
02_2021011311152788,316,165,269,146,E,0.96
02_2021011311152788,250,72,269,146,E,0.96
02_2021011311152788,226,152,269,146,E,0.88
02_2021011311152788,250,72,226,152,E,0.62
02_2021011311152788,317,213,362,190,A,0.92
02_2021011311152788,376,246,317,213,E,0.96
02_2021011311152788,317,213,316,165,E,0.96
02_2021011311152788,409,379,373,424,E,1.0
02_2021011311152788,409,379,412,447,E,1.0
02_2021011311152788,409,379,473,417,E,1.0
02_2021011311152788,446,354,409,379,E,1.0
02_2021011311152788,366,366,409,379,E,1.0
02_2021011311152788,425,318,409,379,E,1.0
02_2021011311152788,371,316,409,379,E,1.0
02_2021011311152788,331,292,308,255,E,1.0
02_2021011311152788,376,246,308,255,E,1.0
02_2021011311152788,317,213,308,255,E,0.96
02_2021011311152788,226,152,268,213,E,0.84
02_2021011311152788,269,146,268,213,E,0.96
02_2021011311152788,316,165,268,213,E,0.96
02_2021011311152788,317,213,268,213,E,0.96
02_2021011311152788,308,255,268,213,E,0.96
02_2021011311153854,412,552,484,552,E,0.96
02_2021011311153854,388,23,440,18,E,1.0
02_2021011311153854,391,500,418,425,E,1.0
02_2021011311153854,433,473,418,425,E,1.0
02_2021011311153854,391,500,433,473,E,1.0
02_2021011311153854,442,522,484,552,E,0.96
02_2021011311153854,442,522,412,552,E,0.96
02_2021011311153854,391,500,442,522,E,1.0
02_2021011311153854,391,500,412,552,E,0.96
02_2021011311153854,442,522,433,473,E,1.0
02_2021011311153854,354,59,388,23,E,1.0
02_2021011311153854,393,81,388,23,E,1.0
02_2021011311153854,354,59,393,81,E,1.0
02_2021011311153854,487,353,419,351,E,1.0
02_2021011311153854,418,301,419,351,E,1.0
02_2021011311153854,359,555,391,500,E,0.96
02_2021011311153854,359,555,412,552,E,0.86
02_2021011311153854,359,555,316,584,E,0.12
02_2021011311153854,391,500,348,455,E,1.0
02_2021011311153854,418,425,348,455,E,1.0
02_2021011311153854,442,522,487,509,E,1.0
02_2021011311153854,484,552,487,509,E,1.0
02_2021011311153854,433,473,487,509,E,1.0
02_2021011311153854,244,111,248,162,E,0.96
02_2021011311153854,244,111,286,120,A,0.8
02_2021011311153854,286,120,248,162,B,1.0
02_2021011311153854,354,318,419,351,E,1.0
02_2021011311153854,354,318,418,301,E,1.0
02_2021011311153854,360,153,396,129,E,1.0
02_2021011311153854,396,129,393,81,E,1.0
02_2021011311153854,335,111,354,59,E,1.0
02_2021011311153854,335,111,286,120,A,1.0
02_2021011311153854,335,111,393,81,E,1.0
02_2021011311153854,360,153,335,111,E,1.0
02_2021011311153854,396,129,335,111,E,1.0
02_2021011311153854,450,385,419,351,E,1.0
02_2021011311153854,418,425,450,385,E,1.0
02_2021011311153854,418,425,419,351,E,1.0
02_2021011311153854,450,385,487,353,E,1.0
02_2021011311153854,331,360,375,416,E,1.0
02_2021011311153854,348,455,375,416,E,1.0
02_2021011311153854,418,425,375,416,E,1.0
02_2021011311153854,360,153,374,201,E,1.0
02_2021011311153854,331,360,354,318,E,1.0
02_2021011311153854,354,318,345,260,E,1.0
02_2021011311153854,378,367,354,318,E,1.0
02_2021011311153854,331,360,378,367,E,1.0
02_2021011311153854,378,367,419,351,E,1.0
02_2021011311153854,375,416,378,367,E,1.0
02_2021011311153854,418,425,378,367,E,1.0
02_2021011311153854,387,250,374,201,E,1.0
02_2021011311153854,345,260,387,250,E,1.0
02_2021011311153854,345,260,374,201,E,1.0
02_2021011311153854,418,301,387,250,E,1.0
02_2021011311153854,354,318,387,250,E,1.0
02_2021011311163146,484,578,353,584,E,0.92
02_2021011311163146,230,521,197,487,E,0.52
02_2021011311163146,257,466,197,487,E,0.92
02_2021011311163146,257,466,230,521,E,0.52
02_2021011311163146,217,335,244,388,E,0.92
02_2021011311163146,372,129,382,60,E,0.96
02_2021011311163146,372,129,366,175,E,1.0
02_2021011311163146,332,29,382,60,E,0.6
02_2021011311163146,332,29,290,61,E,0.64
02_2021011311163146,230,521,230,580,E,0.42
02_2021011311163146,353,584,230,580,A,0.1
02_2021011311163146,484,578,404,577,E,1.0
02_2021011311163146,404,577,353,584,E,1.0
02_2021011311163146,390,533,404,577,E,1.0
02_2021011311163146,390,533,353,584,E,1.0
02_2021011311163146,439,518,404,577,E,1.0
02_2021011311163146,439,518,484,578,E,1.0
